Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C182 Postcode 2011 to Statistical Area Level 3 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 31 July 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA3_CODE_2011,SA3_NAME_2011,RATIO,PERCENTAGE,,,,,,,
5115,5115,40201,Gawler - Two Wells,0.0674555,6.7455499,,,,,,,
5115,5115,40202,Playford,0.9325445,93.2544501,,,,,,,
5116,5116,40201,Gawler - Two Wells,0.9830035,98.3003517,,,,,,,
5116,5116,40202,Playford,0.0169965,1.6996483,,,,,,,
5117,5117,40202,Playford,1.0,100.0,,,,,,,
5118,5118,40201,Gawler - Two Wells,0.9837377,98.3737694,,,,,,,
5118,5118,40202,Playford,0.0162623,1.6262306,,,,,,,
5120,5120,40202,Playford,1.0,100.0,,,,,,,
5121,5121,40202,Playford,1.0,100.0,,,,,,,
5125,5125,40205,Tea Tree Gully,1.0,100.0,,,,,,,
5126,5126,40205,Tea Tree Gully,1.0,100.0,,,,,,,
5127,5127,40205,Tea Tree Gully,1.0,100.0,,,,,,,
5131,5131,40102,Adelaide Hills,0.8172978,81.7297845,,,,,,,
5131,5131,40205,Tea Tree Gully,0.1827022,18.2702155,,,,,,,
5132,5132,40102,Adelaide Hills,1.0,100.0,,,,,,,
5133,5133,40102,Adelaide Hills,1.0,100.0,,,,,,,
5134,5134,40102,Adelaide Hills,1.0,100.0,,,,,,,
5136,5136,40102,Adelaide Hills,1.0,100.0,,,,,,,
5137,5137,40102,Adelaide Hills,1.0,100.0,,,,,,,
5138,5138,40102,Adelaide Hills,1.0,100.0,,,,,,,
5139,5139,40102,Adelaide Hills,1.0,100.0,,,,,,,
5140,5140,40102,Adelaide Hills,1.0,100.0,,,,,,,
5141,5141,40102,Adelaide Hills,1.0,100.0,,,,,,,
5142,5142,40102,Adelaide Hills,1.0,100.0,,,,,,,
5144,5144,40102,Adelaide Hills,1.0,100.0,,,,,,,
5150,5150,40103,Burnside,0.3852538,38.5253796,,,,,,,
5150,5150,40303,Mitcham,0.6147462,61.4746204,,,,,,,
5151,5151,40102,Adelaide Hills,1.0,100.0,,,,,,,
5152,5152,40102,Adelaide Hills,0.9837063,98.3706349,,,,,,,
5152,5152,40103,Burnside,0.0028482,0.2848239,,,,,,,
5152,5152,40303,Mitcham,0.0134454,1.3445411,,,,,,,
5153,5153,40102,Adelaide Hills,0.9652515,96.5251543,,,,,,,
5153,5153,40304,Onkaparinga,0.0310952,3.1095162,,,,,,,
5153,5153,40701,Fleurieu - Kangaroo Island,0.0036533,0.3653295,,,,,,,
5154,5154,40102,Adelaide Hills,1.0,100.0,,,,,,,
5155,5155,40102,Adelaide Hills,1.0,100.0,,,,,,,
5156,5156,40102,Adelaide Hills,0.8248295,82.4829488,,,,,,,
5156,5156,40303,Mitcham,0.1751705,17.5170512,,,,,,,
5157,5157,40102,Adelaide Hills,0.0534383,5.3438302,,,,,,,
5157,5157,40304,Onkaparinga,0.8334079,83.3407931,,,,,,,
5157,5157,40701,Fleurieu - Kangaroo Island,0.1131538,11.3153767,,,,,,,
5158,5158,40302,Marion,0.9075782,90.7578156,,,,,,,
5158,5158,40304,Onkaparinga,0.0924218,9.2421844,,,,,,,
5159,5159,40302,Marion,0.000304,0.0303968,,,,,,,
5159,5159,40304,Onkaparinga,0.999696,99.9696032,,,,,,,
5160,5160,40304,Onkaparinga,0.999919,99.9919005,,,,,,,
5161,5161,40304,Onkaparinga,0.9999386,99.9938624,,,,,,,
5162,5162,40304,Onkaparinga,1.0,100.0,,,,,,,
5163,5163,40304,Onkaparinga,1.0,100.0,,,,,,,
5164,5164,40304,Onkaparinga,1.0,100.0,,,,,,,
5165,5165,40304,Onkaparinga,1.0,100.0,,,,,,,
5166,5166,40304,Onkaparinga,1.0,100.0,,,,,,,
5167,5167,40304,Onkaparinga,1.0,100.0,,,,,,,
5168,5168,40304,Onkaparinga,1.0,100.0,,,,,,,
5169,5169,40304,Onkaparinga,1.0,100.0,,,,,,,
5170,5170,40304,Onkaparinga,1.0,100.0,,,,,,,
5171,5171,40304,Onkaparinga,1.0,100.0,,,,,,,
5172,5172,40102,Adelaide Hills,0.0106296,1.0629568,,,,,,,
5172,5172,40304,Onkaparinga,0.7860735,78.6073492,,,,,,,
5172,5172,40701,Fleurieu - Kangaroo Island,0.2032969,20.329694,,,,,,,
5173,5173,40304,Onkaparinga,1.0,100.0,,,,,,,
5174,5174,40304,Onkaparinga,0.9949488,99.494882,,,,,,,
5174,5174,40701,Fleurieu - Kangaroo Island,0.0050512,0.505118,,,,,,,
5201,5201,40102,Adelaide Hills,0.8757173,87.5717342,,,,,,,
5201,5201,40701,Fleurieu - Kangaroo Island,0.1242827,12.4282658,,,,,,,
5202,5202,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5203,5203,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5204,5204,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5210,5210,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5211,5211,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5212,5212,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5213,5213,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5214,5214,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5220,5220,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5221,5221,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5222,5222,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5223,5223,40701,Fleurieu - Kangaroo Island,1.0,100.0,,,,,,,
5231,5231,40102,Adelaide Hills,0.9999999,99.9999913,,,,,,,
5232,5232,40102,Adelaide Hills,1.0,100.0,,,,,,,
5233,5233,40102,Adelaide Hills,1.0,100.0,,,,,,,
5234,5234,40102,Adelaide Hills,0.9854216,98.5421569,,,,,,,
5234,5234,40703,Murray and Mallee,0.0145784,1.4578431,,,,,,,
5235,5235,40102,Adelaide Hills,0.0244768,2.4476785,,,,,,,
5235,5235,40501,Barossa,0.9212289,92.1228909,,,,,,,
5235,5235,40703,Murray and Mallee,0.0542943,5.4294307,,,,,,,
5236,5236,40703,Murray and Mallee,1.0,100.0,,,,,,,
5237,5237,40703,Murray and Mallee,1.0,100.0,,,,,,,
5238,5238,40703,Murray and Mallee,1.0,100.0,,,,,,,
5240,5240,40102,Adelaide Hills,1.0,100.0,,,,,,,
5241,5241,40102,Adelaide Hills,1.0,100.0,,,,,,,
5242,5242,40102,Adelaide Hills,1.0,100.0,,,,,,,
5243,5243,40102,Adelaide Hills,1.0,100.0,,,,,,,
5244,5244,40102,Adelaide Hills,0.9894133,98.9413306,,,,,,,
5244,5244,40703,Murray and Mallee,0.0105867,1.0586694,,,,,,,
5245,5245,40102,Adelaide Hills,1.0,100.0,,,,,,,
5250,5250,40102,Adelaide Hills,1.0,100.0,,,,,,,
5251,5251,40102,Adelaide Hills,1.0,100.0,,,,,,,
5252,5252,40102,Adelaide Hills,0.9996061,99.9606121,,,,,,,
5252,5252,40703,Murray and Mallee,0.0003939,0.0393879,,,,,,,
5253,5253,40703,Murray and Mallee,1.0,100.0,,,,,,,
5254,5254,40102,Adelaide Hills,0.1630085,16.3008502,,,,,,,
5254,5254,40703,Murray and Mallee,0.8369915,83.6991498,,,,,,,
5255,5255,40701,Fleurieu - Kangaroo Island,0.9937278,99.3727849,,,,,,,
5255,5255,40703,Murray and Mallee,0.0062722,0.6272151,,,,,,,
5256,5256,40701,Fleurieu - Kangaroo Island,0.9999947,99.99947,,,,,,,
5259,5259,40703,Murray and Mallee,1.0,100.0,,,,,,,
5260,5260,40703,Murray and Mallee,1.0,100.0,,,,,,,
5261,5261,40703,Murray and Mallee,1.0,100.0,,,,,,,
5262,5262,40702,Limestone Coast,1.0,100.0,,,,,,,
5263,5263,40702,Limestone Coast,1.0,100.0,,,,,,,
5264,5264,40702,Limestone Coast,0.0033629,0.3362922,,,,,,,
5264,5264,40703,Murray and Mallee,0.9965975,99.6597498,,,,,,,
5265,5265,40703,Murray and Mallee,1.0,100.0,,,,,,,
5266,5266,40702,Limestone Coast,0.0033338,0.333383,,,,,,,
5266,5266,40703,Murray and Mallee,0.9966662,99.666617,,,,,,,
5267,5267,40702,Limestone Coast,0.9584699,95.8469864,,,,,,,
5267,5267,40703,Murray and Mallee,0.0415301,4.1530136,,,,,,,
5268,5268,40702,Limestone Coast,1.0,100.0,,,,,,,
5269,5269,40702,Limestone Coast,1.0,100.0,,,,,,,
5270,5270,40702,Limestone Coast,1.0,100.0,,,,,,,
5271,5271,40702,Limestone Coast,1.0,100.0,,,,,,,
5272,5272,40702,Limestone Coast,1.0,100.0,,,,,,,
5273,5273,40702,Limestone Coast,1.0,100.0,,,,,,,
5275,5275,40702,Limestone Coast,1.0,100.0,,,,,,,
5276,5276,40702,Limestone Coast,1.0,100.0,,,,,,,
5277,5277,40702,Limestone Coast,1.0,100.0,,,,,,,
5278,5278,40702,Limestone Coast,1.0,100.0,,,,,,,
5279,5279,40702,Limestone Coast,1.0,100.0,,,,,,,
5280,5280,40702,Limestone Coast,1.0,100.0,,,,,,,
5290,5290,40702,Limestone Coast,1.0,100.0,,,,,,,
5291,5291,40702,Limestone Coast,1.0,100.0,,,,,,,
5301,5301,40703,Murray and Mallee,1.0,100.0,,,,,,,
5302,5302,40702,Limestone Coast,0.0032055,0.3205453,,,,,,,
5302,5302,40703,Murray and Mallee,0.9967945,99.6794547,,,,,,,
5303,5303,40703,Murray and Mallee,1.0,100.0,,,,,,,
5304,5304,40703,Murray and Mallee,1.0,100.0,,,,,,,
5306,5306,40703,Murray and Mallee,1.0,100.0,,,,,,,
5307,5307,40703,Murray and Mallee,1.0,100.0,,,,,,,
5308,5308,40703,Murray and Mallee,1.0,100.0,,,,,,,
5309,5309,40703,Murray and Mallee,1.0,100.0,,,,,,,
5310,5310,40703,Murray and Mallee,1.0,100.0,,,,,,,
5311,5311,40703,Murray and Mallee,1.0,100.0,,,,,,,
5320,5320,40502,Lower North,0.0094418,0.9441757,,,,,,,
5320,5320,40703,Murray and Mallee,0.9905582,99.0558243,,,,,,,
5321,5321,40703,Murray and Mallee,1.0,100.0,,,,,,,
5322,5322,40703,Murray and Mallee,1.0,100.0,,,,,,,
5330,5330,40703,Murray and Mallee,1.0,100.0,,,,,,,
5331,5331,40703,Murray and Mallee,1.0,100.0,,,,,,,
5332,5332,40703,Murray and Mallee,1.0,100.0,,,,,,,
5333,5333,40703,Murray and Mallee,1.0,100.0,,,,,,,
5340,5340,40602,Outback - North and East,0.0002479,0.0247924,,,,,,,
5340,5340,40703,Murray and Mallee,0.9997521,99.9752076,,,,,,,
5341,5341,40703,Murray and Mallee,0.9999999,99.9999866,,,,,,,
5342,5342,40703,Murray and Mallee,1.0,100.0,,,,,,,
5343,5343,40703,Murray and Mallee,1.0,100.0,,,,,,,
5344,5344,40703,Murray and Mallee,1.0,100.0,,,,,,,
5345,5345,40703,Murray and Mallee,1.0,100.0,,,,,,,
5346,5346,40703,Murray and Mallee,1.0,100.0,,,,,,,
5350,5350,40501,Barossa,1.0,100.0,,,,,,,
5351,5351,40501,Barossa,0.9999998,99.9999808,,,,,,,
5352,5352,40501,Barossa,1.0,100.0,,,,,,,
5353,5353,40501,Barossa,0.7534364,75.3436394,,,,,,,
5353,5353,40703,Murray and Mallee,0.2465636,24.6563606,,,,,,,
5354,5354,40703,Murray and Mallee,1.0,100.0,,,,,,,
5355,5355,40501,Barossa,1.0,100.0,,,,,,,
5356,5356,40501,Barossa,0.0850114,8.5011429,,,,,,,
5356,5356,40502,Lower North,0.0182858,1.8285849,,,,,,,
5356,5356,40703,Murray and Mallee,0.8967027,89.6702722,,,,,,,
5357,5357,40703,Murray and Mallee,1.0,100.0,,,,,,,
5360,5360,40501,Barossa,1.0,100.0,,,,,,,
5371,5371,40201,Gawler - Two Wells,0.8378907,83.7890716,,,,,,,
5371,5371,40501,Barossa,0.1621093,16.2109284,,,,,,,
5372,5372,40201,Gawler - Two Wells,0.0047233,0.4723341,,,,,,,
5372,5372,40501,Barossa,0.9952767,99.5276659,,,,,,,
5373,5373,40501,Barossa,1.0,100.0,,,,,,,
5374,5374,40501,Barossa,0.008613,0.8613008,,,,,,,
5374,5374,40502,Lower North,0.9728347,97.2834676,,,,,,,
5374,5374,40703,Murray and Mallee,0.0185523,1.8552316,,,,,,,
5381,5381,40502,Lower North,1.0,100.0,,,,,,,
5400,5400,40201,Gawler - Two Wells,0.0451657,4.5165672,,,,,,,
5400,5400,40501,Barossa,0.9548343,95.4834328,,,,,,,
5401,5401,40501,Barossa,0.0449603,4.4960301,,,,,,,
5401,5401,40502,Lower North,0.9550397,95.5039699,,,,,,,
5410,5410,40501,Barossa,0.1899657,18.9965699,,,,,,,
5410,5410,40502,Lower North,0.8100343,81.0034301,,,,,,,
5411,5411,40502,Lower North,1.0,100.0,,,,,,,
5412,5412,40502,Lower North,1.0,100.0,,,,,,,
5413,5413,40502,Lower North,1.0,100.0,,,,,,,
5414,5414,40502,Lower North,1.0,100.0,,,,,,,
5415,5415,40502,Lower North,1.0,100.0,,,,,,,
5416,5416,40502,Lower North,1.0,100.0,,,,,,,
5417,5417,40502,Lower North,1.0,100.0,,,,,,,
5418,5418,40502,Lower North,1.0,100.0,,,,,,,
5419,5419,40502,Lower North,1.0,100.0,,,,,,,
5420,5420,40502,Lower North,0.9427949,94.2794901,,,,,,,
5420,5420,40503,Mid North,0.0572051,5.7205099,,,,,,,
5421,5421,40502,Lower North,1.0,100.0,,,,,,,
5422,5422,40503,Mid North,1.0,100.0,,,,,,,
5431,5431,40503,Mid North,1.0,100.0,,,,,,,
5432,5432,40503,Mid North,0.7840763,78.4076253,,,,,,,
5432,5432,40602,Outback - North and East,0.2159237,21.5923747,,,,,,,
5433,5433,40503,Mid North,0.0113839,1.1383934,,,,,,,
5433,5433,40602,Outback - North and East,0.9886161,98.8616066,,,,,,,
5434,5434,40602,Outback - North and East,1.0,100.0,,,,,,,
5440,5440,40503,Mid North,0.0086121,0.8612073,,,,,,,
5440,5440,40602,Outback - North and East,0.9658153,96.5815303,,,,,,,
5440,5440,40703,Murray and Mallee,0.0255726,2.5572623,,,,,,,
5451,5451,40502,Lower North,1.0,100.0,,,,,,,
5452,5452,40502,Lower North,1.0,100.0,,,,,,,
5453,5453,40502,Lower North,1.0,100.0,,,,,,,
5454,5454,40503,Mid North,1.0,100.0,,,,,,,
5455,5455,40502,Lower North,1.0,100.0,,,,,,,
5460,5460,40501,Barossa,0.1582591,15.8259111,,,,,,,
5460,5460,40502,Lower North,0.8417409,84.1740889,,,,,,,
5461,5461,40502,Lower North,1.0,100.0,,,,,,,
5462,5462,40502,Lower North,1.0,100.0,,,,,,,
5464,5464,40502,Lower North,0.6731127,67.3112711,,,,,,,
5464,5464,40503,Mid North,0.3268873,32.6887289,,,,,,,
5470,5470,40503,Mid North,1.0,100.0,,,,,,,
5471,5471,40503,Mid North,1.0,100.0,,,,,,,
5472,5472,40503,Mid North,1.0,100.0,,,,,,,
5473,5473,40503,Mid North,1.0,100.0,,,,,,,
5480,5480,40503,Mid North,1.0,100.0,,,,,,,
5481,5481,40503,Mid North,1.0,100.0,,,,,,,
5482,5482,40503,Mid North,1.0,100.0,,,,,,,
5483,5483,40503,Mid North,1.0,100.0,,,,,,,
5485,5485,40503,Mid North,0.9999984,99.9998441,,,,,,,
5490,5490,40503,Mid North,1.0,100.0,,,,,,,
5491,5491,40503,Mid North,1.0,100.0,,,,,,,
5493,5493,40503,Mid North,1.0,100.0,,,,,,,
5495,5495,40503,Mid North,1.0,100.0,,,,,,,
5501,5501,40201,Gawler - Two Wells,0.7724962,77.2496162,,,,,,,
5501,5501,40202,Playford,0.0007437,0.0743702,,,,,,,
5501,5501,40501,Barossa,0.213837,21.3837004,,,,,,,
5501,5501,40502,Lower North,0.0129231,1.2923132,,,,,,,
5502,5502,40501,Barossa,0.9924181,99.241815,,,,,,,
5502,5502,40502,Lower North,0.0075819,0.758185,,,,,,,
5510,5510,40502,Lower North,1.0,100.0,,,,,,,
5520,5520,40502,Lower North,1.0,100.0,,,,,,,
5521,5521,40503,Mid North,1.0,100.0,,,,,,,
5522,5522,40502,Lower North,0.9664555,96.6455497,,,,,,,
5522,5522,40503,Mid North,0.0335445,3.3544503,,,,,,,
5523,5523,40502,Lower North,0.0267238,2.6723789,,,,,,,
5523,5523,40503,Mid North,0.9732762,97.3276211,,,,,,,
5540,5540,40503,Mid North,1.0,99.9999998,,,,,,,
5550,5550,40502,Lower North,1.0,100.0,,,,,,,
5552,5552,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5554,5554,40502,Lower North,0.007019,0.7019021,,,,,,,
5554,5554,40504,Yorke Peninsula,0.992981,99.2980979,,,,,,,
5555,5555,40502,Lower North,0.8580054,85.8005371,,,,,,,
5555,5555,40503,Mid North,0.021149,2.1148972,,,,,,,
5555,5555,40504,Yorke Peninsula,0.1208457,12.0845657,,,,,,,
5556,5556,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5558,5558,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5560,5560,40502,Lower North,1.0,100.0,,,,,,,
5570,5570,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5571,5571,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5572,5572,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5573,5573,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5575,5575,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5576,5576,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5577,5577,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5580,5580,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5581,5581,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5582,5582,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5583,5583,40504,Yorke Peninsula,1.0,100.0,,,,,,,
5600,5600,40601,Eyre Peninsula and South West,0.9987985,99.879852,,,,,,,
5600,5600,40602,Outback - North and East,0.0012015,0.120148,,,,,,,
5601,5601,40601,Eyre Peninsula and South West,0.0092215,0.9221548,,,,,,,
5601,5601,40602,Outback - North and East,0.9907785,99.0778452,,,,,,,
5602,5602,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5603,5603,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5604,5604,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5605,5605,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5606,5606,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5607,5607,40601,Eyre Peninsula and South West,0.9996674,99.9667421,,,,,,,
5608,5608,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5609,5609,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5630,5630,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5631,5631,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5632,5632,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5633,5633,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5640,5640,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5641,5641,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5642,5642,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5650,5650,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5651,5651,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5652,5652,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5653,5653,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5654,5654,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5655,5655,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5660,5660,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5661,5661,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5670,5670,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5671,5671,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5680,5680,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5690,5690,40601,Eyre Peninsula and South West,1.0,100.0,,,,,,,
5700,5700,40602,Outback - North and East,1.0,100.0,,,,,,,
5710,5710,40503,Mid North,0.0018928,0.189277,,,,,,,
5710,5710,40601,Eyre Peninsula and South West,0.0126329,1.263293,,,,,,,
5710,5710,40602,Outback - North and East,0.9854743,98.54743,,,,,,,
5720,5720,40602,Outback - North and East,1.0,100.0,,,,,,,
5722,5722,40602,Outback - North and East,1.0,100.0,,,,,,,
5723,5723,40602,Outback - North and East,1.0,100.0,,,,,,,
5724,5724,40602,Outback - North and East,0.9999989,99.9998916,,,,,,,
5725,5725,40602,Outback - North and East,1.0,100.0,,,,,,,
5730,5730,40602,Outback - North and East,1.0,100.0,,,,,,,
5731,5731,40602,Outback - North and East,1.0,100.0,,,,,,,
5732,5732,40602,Outback - North and East,1.0,100.0,,,,,,,
5733,5733,40602,Outback - North and East,1.0,100.0,,,,,,,
5734,5734,40602,Outback - North and East,1.0,100.0,,,,,,,
5950,5950,40403,West Torrens,1.0,100.0,,,,,,,
6000,6000,50302,Perth City,1.0,100.0,,,,,,,
6003,6003,50302,Perth City,1.0,100.0,,,,,,,
6004,6004,50302,Perth City,1.0,100.0,,,,,,,
6005,6005,50302,Perth City,1.0,100.0,,,,,,,
6006,6006,50302,Perth City,1.0,100.0,,,,,,,
6007,6007,50302,Perth City,1.0,100.0,,,,,,,
6008,6008,50302,Perth City,1.0,100.0,,,,,,,
6009,6009,50301,Cottesloe - Claremont,1.0,100.0,,,,,,,
6010,6010,50301,Cottesloe - Claremont,1.0,100.0,,,,,,,
6011,6011,50301,Cottesloe - Claremont,1.0,100.0,,,,,,,
6012,6012,50301,Cottesloe - Claremont,1.0,100.0,,,,,,,
6014,6014,50301,Cottesloe - Claremont,0.3756322,37.5632237,,,,,,,
6014,6014,50302,Perth City,0.623228,62.3227965,,,,,,,
6014,6014,50502,Stirling,0.0011398,0.1139798,,,,,,,
6015,6015,50301,Cottesloe - Claremont,0.9993709,99.9370877,,,,,,,
6015,6015,50502,Stirling,0.0006291,0.0629123,,,,,,,
6016,6016,50302,Perth City,1.0,99.9999969,,,,,,,
6017,6017,50502,Stirling,1.0,100.0,,,,,,,
6018,6018,50502,Stirling,1.0,100.0,,,,,,,
6019,6019,50301,Cottesloe - Claremont,0.0018746,0.1874585,,,,,,,
6019,6019,50502,Stirling,0.9981254,99.8125415,,,,,,,
6020,6020,50501,Joondalup,0.4750296,47.5029612,,,,,,,
6020,6020,50502,Stirling,0.5249704,52.4970388,,,,,,,
6021,6021,50502,Stirling,1.0,100.0,,,,,,,
6022,6022,50502,Stirling,1.0,100.0,,,,,,,
6023,6023,50501,Joondalup,1.0,100.0,,,,,,,
6024,6024,50501,Joondalup,1.0,100.0,,,,,,,
6025,6025,50501,Joondalup,1.0,100.0,,,,,,,
6026,6026,50501,Joondalup,1.0,100.0,,,,,,,
6027,6027,50501,Joondalup,1.0,99.9999995,,,,,,,
6028,6028,50501,Joondalup,1.0,100.0,,,,,,,
6029,6029,50502,Stirling,1.0,100.0,,,,,,,
6030,6030,50503,Wanneroo,1.0,99.9999998,,,,,,,
6031,6031,50503,Wanneroo,1.0,100.0,,,,,,,
6032,6032,50503,Wanneroo,1.0,100.0,,,,,,,
6033,6033,50503,Wanneroo,1.0,100.0,,,,,,,
6034,6034,50503,Wanneroo,1.0,100.0,,,,,,,
6035,6035,50503,Wanneroo,1.0,100.0,,,,,,,
6036,6036,50503,Wanneroo,1.0,100.0,,,,,,,
6037,6037,50503,Wanneroo,1.0,100.0,,,,,,,
6038,6038,50503,Wanneroo,1.0,100.0,,,,,,,
6041,6041,50902,Wheat Belt - North,1.0,100.0,,,,,,,
6042,6042,50902,Wheat Belt - North,1.0,100.0,,,,,,,
6043,6043,50902,Wheat Belt - North,1.0,100.0,,,,,,,
6044,6044,50902,Wheat Belt - North,1.0,100.0,,,,,,,
6050,6050,50302,Perth City,0.7183499,71.8349916,,,,,,,
6050,6050,50401,Bayswater - Bassendean,0.0060815,0.6081455,,,,,,,
6050,6050,50502,Stirling,0.2755686,27.5568629,,,,,,,
6051,6051,50302,Perth City,0.0013057,0.1305683,,,,,,,
6051,6051,50401,Bayswater - Bassendean,0.9986943,99.8694317,,,,,,,
6052,6052,50302,Perth City,0.5126389,51.2638876,,,,,,,
6052,6052,50401,Bayswater - Bassendean,0.4833304,48.3330361,,,,,,,
6052,6052,50502,Stirling,0.0040308,0.4030763,,,,,,,
6053,6053,50401,Bayswater - Bassendean,1.0,100.0,,,,,,,
6054,6054,50401,Bayswater - Bassendean,0.7306061,73.0606128,,,,,,,
6054,6054,50403,Swan,0.2693939,26.9393872,,,,,,,
6055,6055,50402,Mundaring,0.0029978,0.2997835,,,,,,,
6055,6055,50403,Swan,0.997002,99.7001979,,,,,,,
6056,6056,50402,Mundaring,0.4490906,44.9090644,,,,,,,
6056,6056,50403,Swan,0.5508785,55.0878493,,,,,,,
6057,6057,50605,Kalamunda,0.9999749,99.997488,,,,,,,
6058,6058,50605,Kalamunda,1.0,100.0,,,,,,,
6059,6059,50401,Bayswater - Bassendean,0.0079352,0.793519,,,,,,,
6059,6059,50502,Stirling,0.9920648,99.206481,,,,,,,
6060,6060,50502,Stirling,1.0,100.0,,,,,,,
6061,6061,50502,Stirling,0.9988197,99.881973,,,,,,,
6061,6061,50503,Wanneroo,0.0011803,0.118027,,,,,,,
6062,6062,50401,Bayswater - Bassendean,0.999192,99.9192043,,,,,,,
6062,6062,50502,Stirling,0.000808,0.0807957,,,,,,,
6063,6063,50403,Swan,1.0,100.0,,,,,,,
6064,6064,50403,Swan,0.0017919,0.1791851,,,,,,,
6064,6064,50501,Joondalup,0.0019767,0.1976709,,,,,,,
6064,6064,50503,Wanneroo,0.9962314,99.623144,,,,,,,
6065,6065,50501,Joondalup,0.0015904,0.1590413,,,,,,,
6065,6065,50503,Wanneroo,0.9984096,99.8409587,,,,,,,
6066,6066,50403,Swan,1.0,100.0,,,,,,,
6067,6067,50403,Swan,1.0,100.0,,,,,,,
6068,6068,50403,Swan,1.0,100.0,,,,,,,
6069,6069,50403,Swan,1.0,100.0,,,,,,,
6070,6070,50402,Mundaring,1.0,100.0,,,,,,,
6071,6071,50402,Mundaring,1.0,100.0,,,,,,,
6072,6072,50402,Mundaring,1.0,100.0,,,,,,,
6073,6073,50402,Mundaring,1.0,100.0,,,,,,,
6074,6074,50402,Mundaring,1.0,100.0,,,,,,,
6076,6076,50402,Mundaring,0.0001867,0.018674,,,,,,,
6076,6076,50605,Kalamunda,0.9998133,99.981326,,,,,,,
6077,6077,50503,Wanneroo,1.0,100.0,,,,,,,
6078,6078,50503,Wanneroo,1.0,100.0,,,,,,,
6079,6079,50403,Swan,0.0465491,4.6549142,,,,,,,
6079,6079,50503,Wanneroo,0.9534509,95.3450858,,,,,,,
6081,6081,50402,Mundaring,1.0,100.0,,,,,,,
6082,6082,50402,Mundaring,1.0,99.9999955,,,,,,,
6083,6083,50402,Mundaring,0.0074278,0.7427774,,,,,,,
6083,6083,50403,Swan,0.7517542,75.1754188,,,,,,,
6083,6083,50902,Wheat Belt - North,0.240818,24.0818038,,,,,,,
6084,6084,50403,Swan,0.6648913,66.4891272,,,,,,,
6084,6084,50902,Wheat Belt - North,0.3351087,33.5108723,,,,,,,
6090,6090,50403,Swan,1.0,100.0,,,,,,,
